1.64589113241e-66,0.0
1.74600388835e-54,4.84996510029e-54
1.16363899781e-72,3.25078158775e-73
7.38549781818e-39,7.55927543467e-39
0.0,8.70378418765e-44
3.86517847876e-26,0.0
5.23473982632e-90,2.22680362096e-90
1.72989482512e-68,3.98594076447e-68
0.0,9.9410530958e-86
0.0,4.58085316313e-90
1.42590317549e-57,1.27735706345e-58
1.97445241507e-79,1.50386975996e-79
2.18182312089e-76,1.21904309541e-75
2.62677529416e-21,2.26310852397e-21
9.45740723267e-84,0.0
1.30537997171e-46,0.0
1.05414197142e-100,4.39635088831e-102
0.0,4.04711672182e-79
2.54546030771e-75,0.0
4.75944170517e-103,3.58885786801e-103
7.85538145188e-86,5.43142145415e-87
1.06351168582e-36,2.72133915648e-37
3.44656564848e-37,0.0
2.63424866065e-48,0.0
0.0,7.87904327434e-65
0.0,1.41384356887e-90
7.31735739069e-51,0.0
1.10713268808e-69,0.0
1.04359818926e-23,1.48377393079e-24
0.0,1.06103273907e-43
9.19084172929e-37,5.64425899122e-37
9.84425445649e-52,1.97262707508e-52
5.53739313178e-54,1.18357624505e-54
5.46533403432e-33,9.03928077443e-33
0.0,4.73229919177e-122
0.0,1.85950918788e-32
0.0,6.04742034773e-37
1.31338764708e-22,0.0
4.39178627758e-34,0.0
0.0,1.58187413553e-31
0.0,6.29733087178e-68
3.25440902878e-77,1.95853188474e-77
4.39855541172e-71,3.19998812544e-73
7.02685804413e-34,1.5495909899e-33
3.13291193211e-46,1.53505893962e-46
5.18968447536e-68,7.68717147434e-67
0.0,3.79025492179e-124
0.0,4.13611661722e-31
0.0,3.52253612432e-48
3.98816882182e-35,8.504184864e-36
1.66121793953e-54,0.0
0.0,1.078327385e-49
0.0,4.866570511e-95
5.21988886341e-60,0.0
0.0,3.08092395297e-125
3.07632951765e-53,1.6833084374e-53
0.0,1.93698873738e-33
0.0,3.76636698935e-35
0.0,7.08018304839e-42
0.0,4.18131781724e-72
1.75616577377e-49,3.99380512962e-49
0.0,1.91702646222e-50
4.68310873004e-50,2.69581846249e-50
0.0,5.52621218263e-45
4.68457202942e-32,1.93698873738e-32
0.0,6.77946058083e-34
3.71424100973e-29,1.55104373146e-28
3.57693327442e-40,0.0
1.05071011767e-21,1.33070781209e-20
2.95419912727e-37,4.5355652608e-37
2.81074321765e-32,2.90548310607e-33
3.4810132579e-45,0.0
1.39299005179e-97,6.0349336694e-98
8.06486654882e-64,2.16200947448e-63
0.0,4.7476215135e-65
4.4818814018e-49,2.34835741622e-48
5.36539991164e-40,3.82329884613e-39
0.0,1.63823689332e-112
0.0,5.3333135424e-74
1.36633350858e-32,3.76636698935e-33
8.56388016653e-62,0.0
0.0,4.72987072638e-57
1.11462047206e-12,4.27948707909e-12
1.37411920441e-89,0.0
1.7387870084e-41,4.13010677823e-41
3.54393160434e-52,8.97764499946e-53
2.20729380453e-57,3.50360794546e-57
4.39041443441e-50,0.0
2.65040809972e-25,1.97836524106e-25
9.80237693627e-100,1.89744472932e-101
3.63277913275e-70,1.70826032763e-70
4.43129869091e-38,1.81422610432e-37
8.50900775717e-103,9.9266430454e-104
5.2684973213e-50,1.79721230833e-50
1.70791688573e-32,1.01691908712e-31
0.0,4.85496464589e-116
0.0,4.56240985407e-93
0.0,9.53854669796e-24
2.63424866065e-49,3.88197858599e-49
4.89364580944e-63,1.48363172297e-63
0.0,2.95007627016e-42
2.08654441008e-39,3.18608237178e-40
